customer_id,age,gender,city,segment,employment_type,annual_income,months_on_book,num_products,income_log
CUST100000,25,F,Chandigarh,Mass Affluent,Self-Employed,504300.0,194,3,13.130928591009509
CUST100001,62,F,Jaipur,Retail,Student,266600.0,89,5,12.493508437657445
CUST100002,56,M,Mumbai,Retail,Salaried,374400.0,67,1,12.833082694522178
CUST100003,44,M,Bhopal,SME,Salaried,297600.0,13,2,12.603508942150482
CUST100004,44,F,Chandigarh,Retail,Self-Employed,623000.0,34,1,13.342303402904738
CUST100005,67,F,Chennai,Retail,Salaried,250000.0,13,2,12.429220196836383
CUST100006,25,M,Pune,Retail,Self-Employed,250000.0,83,2,12.429220196836383
CUST100007,58,M,Mumbai,Corporate,Self-Employed,419600.0,49,2,12.947059538723556
CUST100008,31,M,Indore,HNWI,Business Owner,250000.0,10,2,12.429220196836383
CUST100009,26,F,Kochi,Mass Affluent,Salaried,361900.0,188,4,12.799125972742269
CUST100010,49,F,Mumbai,SME,Salaried,1091200.0,211,1,13.902789482493203
CUST100011,73,M,Surat,Retail,Business Owner,250000.0,215,3,12.429220196836383
CUST100012,60,M,Pune,Corporate,Salaried,672700.0,201,3,13.419056230559343
CUST100013,62,M,Jaipur,Retail,Salaried,250000.0,35,2,12.429220196836383
CUST100014,59,F,Hyderabad,Retail,Salaried,598800.0,44,2,13.302684601532896
CUST100015,63,M,Indore,Retail,Salaried,405000.0,203,5,12.91164481522143
CUST100016,48,M,Pune,SME,Salaried,384700.0,9,2,12.860221688165133
CUST100017,27,M,Indore,Corporate,Salaried,250000.0,182,1,12.429220196836383
CUST100018,66,M,Bangalore,Mass Affluent,Self-Employed,250000.0,35,1,12.429220196836383
CUST100019,45,F,Jaipur,Retail,Self-Employed,250000.0,18,4,12.429220196836383
CUST100020,48,M,Chennai,Retail,Retired,269300.0,188,1,12.503584992123654
CUST100021,41,M,Chandigarh,Retail,Business Owner,250000.0,177,2,12.429220196836383
CUST100022,30,F,Jaipur,Retail,Salaried,300900.0,25,3,12.614536585975857
CUST100023,71,M,Surat,Retail,Salaried,250000.0,14,2,12.429220196836383
CUST100024,63,M,Delhi,Mass Affluent,Business Owner,272000.0,212,3,12.513561021741964
CUST100025,55,F,Surat,Mass Affluent,Salaried,572400.0,67,2,13.257595073692956
CUST100026,42,F,Delhi,Corporate,Salaried,472800.0,232,3,13.066429860131011
CUST100027,65,M,Kolkata,Mass Affluent,Salaried,272100.0,130,1,12.513928599884025
CUST100028,50,M,Hyderabad,Retail,Self-Employed,1248500.0,235,1,14.037454189662798
CUST100029,44,F,Mumbai,Mass Affluent,Salaried,250000.0,218,1,12.429220196836383
CUST100030,45,M,Jaipur,Retail,Salaried,254700.0,150,2,12.447845587147512
CUST100031,33,F,Hyderabad,Mass Affluent,Salaried,250000.0,30,1,12.429220196836383
CUST100032,25,F,Ahmedabad,HNWI,Business Owner,250000.0,215,2,12.429220196836383
CUST100033,50,M,Kochi,Retail,Salaried,784400.0,87,1,13.572675648163282
CUST100034,68,F,Bangalore,Retail,Self-Employed,250000.0,64,2,12.429220196836383
CUST100035,24,M,Surat,Corporate,Salaried,250000.0,140,1,12.429220196836383
CUST100036,67,F,Chennai,Mass Affluent,Salaried,452800.0,89,2,13.023208014349237
CUST100037,65,M,Chennai,Mass Affluent,Salaried,338900.0,179,4,12.733463308313716
CUST100038,35,M,Jaipur,HNWI,Salaried,441700.0,68,2,12.998388461562133
CUST100039,55,F,Lucknow,Mass Affluent,Salaried,250000.0,220,3,12.429220196836383
CUST100040,29,F,Lucknow,Retail,Retired,250000.0,29,2,12.429220196836383
CUST100041,61,M,Bangalore,Corporate,Salaried,250000.0,115,1,12.429220196836383
CUST100042,58,F,Jaipur,SME,Student,374300.0,230,2,12.832815565542704
CUST100043,40,M,Hyderabad,Retail,Salaried,256900.0,202,2,12.456446075655599
CUST100044,24,M,Chennai,Retail,Salaried,338700.0,197,3,12.732872991266813
CUST100045,73,M,Chandigarh,HNWI,Self-Employed,250000.0,150,1,12.429220196836383
CUST100046,45,M,Delhi,Mass Affluent,Business Owner,346300.0,139,5,12.755063618055994
CUST100047,69,F,Pune,Retail,Salaried,267900.0,53,3,12.498372788261829
CUST100048,57,F,Pune,Mass Affluent,Salaried,250000.0,75,2,12.429220196836383
CUST100049,63,F,Hyderabad,HNWI,Self-Employed,291800.0,141,5,12.583827342069748
CUST100050,62,M,Kochi,Mass Affluent,Salaried,250000.0,77,1,12.429220196836383
CUST100051,31,F,Ahmedabad,Retail,Self-Employed,388600.0,79,3,12.87030838926236
CUST100052,40,M,Surat,Retail,Business Owner,453100.0,164,1,13.023870337671113
CUST100053,46,F,Kolkata,Retail,Salaried,362600.0,170,2,12.801058335158986
CUST100054,47,F,Bhopal,SME,Business Owner,250000.0,122,1,12.429220196836383
CUST100055,23,F,Surat,Mass Affluent,Salaried,250000.0,72,4,12.429220196836383
CUST100056,50,F,Chennai,Retail,Retired,250000.0,47,2,12.429220196836383
CUST100057,29,M,Chandigarh,Corporate,Student,250000.0,67,2,12.429220196836383
CUST100058,61,F,Indore,Retail,Self-Employed,250000.0,83,5,12.429220196836383
CUST100059,57,F,Jaipur,Mass Affluent,Student,467500.0,227,1,13.055156766746023
CUST100060,70,M,Mumbai,Retail,Business Owner,408100.0,81,5,12.919269971770703
CUST100061,61,F,Jaipur,HNWI,Salaried,250000.0,218,2,12.429220196836383
CUST100062,40,M,Surat,HNWI,Salaried,382700.0,131,3,12.855009284423183
CUST100063,73,M,Kolkata,HNWI,Salaried,326900.0,111,2,12.697412651747085
CUST100064,43,F,Bangalore,Retail,Salaried,263100.0,68,4,12.480293267857345
CUST100065,38,F,Jaipur,Retail,Self-Employed,534400.0,185,4,13.188901772460307
CUST100066,69,M,Indore,Retail,Salaried,250000.0,203,2,12.429220196836383
CUST100067,41,F,Chennai,SME,Self-Employed,277000.0,235,3,12.531776395271262
CUST100068,25,F,Pune,Retail,Salaried,250000.0,197,5,12.429220196836383
CUST100069,46,M,Mumbai,Mass Affluent,Salaried,250000.0,26,3,12.429220196836383
CUST100070,63,M,Surat,HNWI,Salaried,250000.0,211,5,12.429220196836383
CUST100071,31,M,Indore,Retail,Student,250000.0,147,3,12.429220196836383
CUST100072,45,F,Kochi,Retail,Salaried,282100.0,126,2,12.550020441826058
CUST100073,28,M,Pune,Retail,Salaried,250000.0,65,4,12.429220196836383
CUST100074,58,F,Mumbai,Mass Affluent,Salaried,250000.0,124,3,12.429220196836383
CUST100075,46,F,Ahmedabad,SME,Student,250000.0,193,1,12.429220196836383
CUST100076,38,F,Chandigarh,Retail,Salaried,777300.0,143,1,13.56358294172205
CUST100077,33,M,Delhi,SME,Self-Employed,250000.0,29,1,12.429220196836383
CUST100078,51,M,Hyderabad,Retail,Salaried,250000.0,182,3,12.429220196836383
CUST100079,57,F,Indore,Retail,Salaried,250000.0,190,3,12.429220196836383
CUST100080,71,F,Jaipur,Corporate,Self-Employed,257000.0,163,4,12.456835254920371
CUST100081,44,M,Bangalore,Corporate,Self-Employed,365400.0,52,1,12.808750659649172
CUST100082,29,F,Mumbai,Retail,Self-Employed,388900.0,75,1,12.871080091495637
CUST100083,65,F,Pune,Mass Affluent,Salaried,473000.0,112,1,13.06685278163674
CUST100084,55,F,Jaipur,Corporate,Student,251500.0,209,3,12.435202244657168
CUST100085,58,M,Indore,HNWI,Self-Employed,250000.0,196,4,12.429220196836383
CUST100086,26,F,Bhopal,Mass Affluent,Student,715000.0,28,4,13.480039220276565
CUST100087,37,F,Pune,Retail,Salaried,250000.0,21,1,12.429220196836383
CUST100088,62,F,Pune,Retail,Salaried,278600.0,17,3,12.53753592969685
CUST100089,65,M,Bhopal,Mass Affluent,Salaried,347300.0,223,3,12.757947118083045
CUST100090,44,F,Kochi,Mass Affluent,Business Owner,825900.0,208,5,13.624230190598414
CUST100091,64,M,Hyderabad,Retail,Self-Employed,250000.0,56,3,12.429220196836383
CUST100092,66,F,Surat,Retail,Salaried,250000.0,220,2,12.429220196836383
CUST100093,41,M,Surat,Retail,Salaried,250000.0,123,3,12.429220196836383
CUST100094,69,M,Hyderabad,Mass Affluent,Salaried,250000.0,79,2,12.429220196836383
CUST100095,36,M,Chandigarh,Retail,Salaried,250000.0,177,3,12.429220196836383
CUST100096,33,M,Chennai,Retail,Business Owner,442300.0,22,3,12.999745924762747
CUST100097,57,M,Jaipur,Retail,Salaried,553300.0,34,4,13.223657436222359
CUST100098,55,M,Ahmedabad,Corporate,Salaried,250000.0,65,1,12.429220196836383
CUST100099,28,F,Surat,Mass Affluent,Salaried,400300.0,148,4,12.89997204310395
CUST100100,65,M,Bhopal,Retail,Salaried,250000.0,202,1,12.429220196836383
CUST100101,31,F,Kolkata,Retail,Student,374700.0,126,3,12.833883653579926
CUST100102,64,M,Kolkata,Retail,Salaried,536400.0,108,5,13.19263729466831
CUST100103,21,F,Kochi,Mass Affluent,Retired,250000.0,143,1,12.429220196836383
CUST100104,64,M,Chandigarh,Mass Affluent,Self-Employed,512100.0,8,3,13.14627715019234
CUST100105,63,F,Bhopal,Mass Affluent,Self-Employed,250000.0,161,3,12.429220196836383
CUST100106,63,M,Kochi,Mass Affluent,Salaried,397900.0,194,4,12.893958509606131
CUST100107,56,M,Surat,Retail,Self-Employed,498900.0,104,1,13.120162958256822
CUST100108,46,F,Kochi,Retail,Self-Employed,468900.0,157,4,13.058146937726288
CUST100109,59,F,Chandigarh,Retail,Salaried,250000.0,75,5,12.429220196836383
CUST100110,35,M,Mumbai,Mass Affluent,Retired,250000.0,225,3,12.429220196836383
CUST100111,63,F,Jaipur,Retail,Salaried,321700.0,49,2,12.681377821708454
CUST100112,51,M,Mumbai,HNWI,Salaried,350100.0,38,3,12.765976963265441
CUST100113,45,M,Jaipur,Retail,Salaried,287700.0,225,1,12.56967702537649
CUST100114,48,M,Kolkata,Mass Affluent,Self-Employed,632500.0,124,3,13.35743708061023
CUST100115,51,F,Chennai,Retail,Salaried,250000.0,99,1,12.429220196836383
CUST100116,23,M,Bhopal,Retail,Salaried,250000.0,196,2,12.429220196836383
CUST100117,28,M,Surat,HNWI,Salaried,250000.0,72,1,12.429220196836383
CUST100118,34,M,Jaipur,Retail,Salaried,389600.0,75,3,12.872878417482337
CUST100119,27,F,Bhopal,Retail,Salaried,374300.0,18,2,12.832815565542704
CUST100120,44,M,Delhi,Retail,Business Owner,2001000.0,127,3,14.50915811331587
CUST100121,57,F,Lucknow,HNWI,Salaried,496700.0,181,1,13.115743514381114
CUST100122,56,F,Bangalore,Retail,Student,327400.0,236,2,12.698940998282254
CUST100123,46,F,Hyderabad,SME,Self-Employed,312700.0,129,2,12.653002741394129
CUST100124,67,F,Bangalore,SME,Business Owner,250000.0,23,3,12.429220196836383
CUST100125,51,M,Jaipur,Corporate,Retired,290200.0,50,1,12.578329065325667
CUST100126,25,M,Lucknow,Retail,Salaried,316700.0,71,3,12.665713390084107
CUST100127,62,F,Kochi,Mass Affluent,Self-Employed,250000.0,215,2,12.429220196836383
CUST100128,52,M,Pune,Retail,Salaried,302000.0,141,4,12.618185607609803
CUST100129,55,M,Chandigarh,Corporate,Salaried,285100.0,224,2,12.560598782435825
CUST100130,51,M,Kolkata,Mass Affluent,Salaried,768700.0,203,1,13.552457356233997
CUST100131,50,F,Bangalore,Retail,Self-Employed,250000.0,212,1,12.429220196836383
CUST100132,25,F,Mumbai,Retail,Business Owner,250000.0,71,1,12.429220196836383
CUST100133,51,M,Delhi,Corporate,Salaried,315200.0,137,1,12.66096580954966
CUST100134,63,F,Pune,Corporate,Self-Employed,280600.0,20,3,12.544689010436022
CUST100135,37,F,Pune,Mass Affluent,Salaried,250000.0,93,3,12.429220196836383
CUST100136,53,F,Indore,Mass Affluent,Salaried,250000.0,79,1,12.429220196836383
CUST100137,22,F,Delhi,HNWI,Salaried,250000.0,43,4,12.429220196836383
CUST100138,39,F,Hyderabad,Corporate,Self-Employed,250000.0,20,1,12.429220196836383
CUST100139,44,M,Chandigarh,HNWI,Salaried,250000.0,94,3,12.429220196836383
CUST100140,74,F,Mumbai,Retail,Salaried,416400.0,22,1,12.93940401725705
CUST100141,32,M,Pune,Mass Affluent,Salaried,250000.0,149,2,12.429220196836383
CUST100142,35,M,Bangalore,Corporate,Self-Employed,250000.0,70,3,12.429220196836383
CUST100143,43,F,Jaipur,Retail,Business Owner,371300.0,59,1,12.824768333401511
CUST100144,74,F,Chandigarh,Retail,Salaried,250000.0,31,1,12.429220196836383
CUST100145,67,M,Hyderabad,Retail,Self-Employed,1284000.0,114,3,14.06549154204794
CUST100146,22,F,Kolkata,Retail,Self-Employed,311600.0,45,3,12.6494788022162
CUST100147,33,M,Pune,HNWI,Salaried,250000.0,140,4,12.429220196836383
CUST100148,65,M,Kochi,Retail,Salaried,250000.0,236,3,12.429220196836383
CUST100149,24,M,Chandigarh,Mass Affluent,Retired,250000.0,177,1,12.429220196836383
CUST100150,67,F,Delhi,Retail,Salaried,250000.0,33,3,12.429220196836383
CUST100151,36,M,Ahmedabad,Corporate,Salaried,370300.0,27,4,12.822071467411154
CUST100152,70,M,Kochi,Corporate,Business Owner,250000.0,210,1,12.429220196836383
CUST100153,36,F,Mumbai,Mass Affluent,Business Owner,250000.0,208,1,12.429220196836383
CUST100154,44,M,Indore,HNWI,Self-Employed,532700.0,90,3,13.185715570132539
CUST100155,56,F,Hyderabad,Retail,Business Owner,250000.0,112,3,12.429220196836383
CUST100156,27,M,Ahmedabad,Corporate,Salaried,401500.0,94,2,12.902965303025876
CUST100157,51,M,Chandigarh,HNWI,Business Owner,250000.0,142,3,12.429220196836383
CUST100158,48,F,Lucknow,Retail,Salaried,250000.0,54,1,12.429220196836383
CUST100159,63,M,Chandigarh,SME,Business Owner,250000.0,226,2,12.429220196836383
CUST100160,74,M,Lucknow,Retail,Salaried,321200.0,100,3,12.679822374374929
CUST100161,56,M,Hyderabad,Mass Affluent,Salaried,250000.0,45,1,12.429220196836383
CUST100162,43,M,Surat,Retail,Salaried,928900.0,76,2,13.741757445917179
CUST100163,42,M,Lucknow,HNWI,Business Owner,250000.0,212,3,12.429220196836383
CUST100164,43,M,Chennai,Retail,Salaried,530400.0,73,2,13.181388603221546
CUST100165,64,F,Delhi,Retail,Business Owner,454500.0,194,4,13.026955392817271
CUST100166,38,M,Lucknow,Mass Affluent,Salaried,323200.0,185,5,12.686029699683697
CUST100167,30,M,Jaipur,SME,Salaried,277200.0,238,3,12.532498153794986
CUST100168,39,M,Kochi,Retail,Self-Employed,816700.0,41,3,13.613028333785437
CUST100169,22,F,Delhi,Mass Affluent,Salaried,1181800.0,97,4,13.982550104060218
CUST100170,26,F,Jaipur,Mass Affluent,Self-Employed,250000.0,202,3,12.429220196836383
CUST100171,25,F,Indore,Corporate,Student,295000.0,35,3,12.59473402514672
CUST100172,62,M,Bhopal,Retail,Self-Employed,250000.0,14,1,12.429220196836383
CUST100173,60,F,Chandigarh,Mass Affluent,Salaried,250000.0,9,4,12.429220196836383
CUST100174,58,M,Hyderabad,SME,Salaried,354300.0,25,1,12.777902113316417
CUST100175,45,F,Bangalore,Retail,Retired,311700.0,191,1,12.649799673963308
CUST100176,59,M,Jaipur,Retail,Self-Employed,250000.0,87,2,12.429220196836383
CUST100177,29,M,Pune,Corporate,Business Owner,352800.0,37,1,12.773659437577876
CUST100178,69,F,Hyderabad,Retail,Salaried,318000.0,170,1,12.669809806411457
CUST100179,48,M,Delhi,Retail,Self-Employed,250000.0,77,3,12.429220196836383
CUST100180,71,M,Bangalore,Retail,Salaried,250000.0,38,1,12.429220196836383
CUST100181,29,M,Kolkata,Corporate,Self-Employed,346000.0,237,4,12.754196944209095
CUST100182,47,F,Kochi,SME,Retired,704600.0,142,5,13.465386964133229
CUST100183,58,F,Mumbai,Mass Affluent,Retired,340800.0,109,3,12.739054008205294
CUST100184,47,F,Delhi,Mass Affluent,Salaried,428600.0,221,1,12.96828169519668
CUST100185,45,F,Hyderabad,Retail,Business Owner,250000.0,60,2,12.429220196836383
CUST100186,29,M,Bhopal,Retail,Salaried,250000.0,144,1,12.429220196836383
CUST100187,41,M,Chandigarh,Retail,Salaried,386500.0,182,3,12.864889734328388
CUST100188,33,M,Pune,Retail,Self-Employed,250000.0,7,1,12.429220196836383
CUST100189,37,M,Mumbai,Retail,Salaried,303900.0,69,2,12.624457269455574
CUST100190,57,M,Mumbai,Mass Affluent,Salaried,360800.0,28,1,12.79608183878539
CUST100191,55,M,Indore,Retail,Self-Employed,262200.0,130,5,12.476866664186996
CUST100192,53,M,Pune,Retail,Self-Employed,325000.0,165,1,12.691583538230217
CUST100193,40,F,Delhi,Retail,Self-Employed,277800.0,42,2,12.534660309007924
CUST100194,72,M,Indore,Retail,Salaried,250000.0,39,1,12.429220196836383
CUST100195,25,F,Ahmedabad,Retail,Self-Employed,250000.0,113,2,12.429220196836383
CUST100196,39,M,Kolkata,Retail,Salaried,254200.0,98,4,12.44588057164006
CUST100197,27,F,Pune,Retail,Salaried,587000.0,31,1,13.282781802386296
CUST100198,39,F,Hyderabad,Mass Affluent,Salaried,496100.0,165,1,13.114534814009746
CUST100199,72,F,Bhopal,HNWI,Self-Employed,250000.0,186,1,12.429220196836383
CUST100200,40,M,Kochi,Corporate,Salaried,250000.0,106,2,12.429220196836383
CUST100201,70,M,Bangalore,HNWI,Salaried,250000.0,91,3,12.429220196836383
CUST100202,47,F,Kochi,Mass Affluent,Retired,250000.0,43,4,12.429220196836383
CUST100203,58,F,Bangalore,Corporate,Business Owner,318900.0,80,4,12.672635988772473
CUST100204,45,M,Pune,Mass Affluent,Self-Employed,506100.0,124,1,13.134491533094309
CUST100205,35,F,Kochi,Mass Affluent,Business Owner,1043100.0,238,4,13.857708565344458
CUST100206,62,M,Mumbai,Retail,Student,250000.0,49,4,12.429220196836383
